Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1960,938.0,0.0,0.0,0.0,,2971457.81856,0.0,0.0,229601.88913000003,13340.0,39.05,-5.91,2.91,23.72
1961,1042.0,0.0,0.0,0.0,,2821060.6112,0.0,0.0,231580.52361,16008.0,49.11,9.61,2.85,22.96
1962,1039.0,0.0,0.0,0.0,,2953043.66459,0.0,0.0,231736.70266,20126.0,44.8,1.39,2.85,22.69
1963,801.0,0.0,0.0,0.0,4617.0,3305984.7610400002,0.0,0.0,231214.27276,19430.0,37.11,-9.33,2.91,22.9
1964,904.0,0.0,0.0,0.0,4892.0,3532592.43648,0.0,0.0,224229.11012,19546.0,40.55,-7.03,3.0,23.3
1965,828.0,0.0,0.0,0.0,5208.0,3730403.09411,0.0,0.0,228126.98705,20474.0,36.0,-15.73,3.01,23.0
1966,767.0,0.0,0.0,0.0,5570.0,3741366.4036,0.0,0.0,232739.76805,21309.2,39.29,-7.21,3.1,23.01
1967,1050.0,0.0,0.0,0.0,5825.0,3842089.11064,0.0,0.0,232574.79019,20653.8,45.25,2.57,3.12,22.53
1968,957.0,0.0,0.0,0.0,6091.0,3645105.12079,0.0,0.0,260633.12497,19209.6,39.58,-8.35,3.18,21.99
1969,952.0,0.0,0.0,0.0,6381.0,3535711.22411,0.0,0.0,254900.69422,18003.2,39.37,-4.32,3.32,21.81
1970,996.0,0.0,0.0,0.0,7088.0,3652112.82384,0.0,0.0,266661.41602,18119.2,42.56,-3.5,3.39,21.04
1971,1146.0,0.0,0.0,0.0,7602.0,2991676.6930400007,0.0,0.0,258689.55971,17220.2,43.44,1.46,3.6,21.42
1972,1246.0,0.0,0.0,0.0,8391.0,3128328.22155,0.0,0.0,236442.30319,15526.6,55.92,20.21,3.6,20.74
1973,1176.0,0.0,0.0,0.0,9187.0,2972140.64568,0.0,0.0,229989.0902,13833.0,47.5,3.03,4.75,25.56
1974,1148.0,0.0,0.0,0.0,10684.0,2605820.7563400003,0.0,0.0,223676.3903,15457.0,47.04,5.77,9.35,45.6
1975,1063.0,0.0,0.0,0.0,11973.0,2769248.70528,0.0,0.0,174573.60117,14378.2,51.04,11.04,12.21,54.61
1976,1026.0,0.0,0.0,0.0,13249.0,2768788.11198,0.0,0.0,172660.61889,14610.2,41.98,1.53,13.1,55.46
1977,943.0,0.0,0.0,0.0,14439.0,2422787.15523,0.0,0.0,172139.44174,14604.4,41.54,-4.13,14.4,57.2
1978,925.0,0.0,0.0,0.0,15957.0,2148687.69096,0.0,0.0,165842.73072999998,13815.6,47.4,6.01,14.95,55.24
1979,1232.0,0.0,0.0,0.0,17424.0,2891197.38232,0.0,0.0,167744.5846,13954.8,52.73,15.85,25.1,82.51
1980,1114.0,0.0,0.0,0.0,18408.0,3112014.2145599998,0.0,0.0,177452.01741,13548.8,43.97,2.81,37.42,109.51
1981,1090.0,0.0,0.0,0.0,19837.0,2934294.39628,0.0,0.0,183824.72363,20143.4,41.66,-1.0,35.75,94.83
1982,1118.0,0.0,0.0,0.0,20511.0,3344594.0898,0.0,0.0,170143.92214,18716.6,44.49,2.16,31.83,79.5
1983,1109.0,0.0,0.0,0.0,20403.0,3003769.47189,0.0,0.0,147369.40112999998,21042.4,44.43,-0.82,29.08,70.34
1984,1138.0,0.0,0.0,0.0,22172.0,3413581.1302400013,0.0,0.0,165752.69587999998,20439.2,45.42,1.92,28.75,66.67
1985,1058.0,0.0,0.0,0.0,22936.0,3339897.8886,0.0,0.0,170759.0666,20619.0,45.27,-1.34,26.92,60.27
1986,1051.0,0.0,0.0,0.0,22880.0,3391600.26437,0.0,0.0,159846.21631,18241.0,43.07,-2.13,14.44,31.72
1987,1005.0,0.0,0.0,0.0,23425.0,3561008.44088,0.0,0.0,186558.55085,16443.0,38.86,-12.04,17.75,37.62
1988,988.0,0.0,0.0,0.0,25876.0,3802174.65495,0.0,0.0,205120.56862,15207.6,35.33,-14.11,14.87,30.33
1989,1307.0,0.0,0.0,0.0,26663.0,3996483.3328,0.0,0.0,207715.88836,13009.4,54.16,16.97,18.33,35.6
1990,1295.0,0.0,0.0,0.0,27754.0,4450035.66235,0.0,0.0,206249.73492,12429.4,49.51,6.95,23.19,42.62
1991,1065.0,0.0,0.0,0.0,29092.0,4391170.88376,0.0,0.0,229585.85824,11385.4,41.77,-13.11,20.2,35.73
1992,1271.0,0.0,0.0,0.0,30410.0,4250360.60264,0.0,0.0,209477.38528,11994.4,41.2,-0.81,19.25,33.04
1993,1114.0,0.0,0.0,0.0,31881.0,3382971.74975,0.0,0.0,199902.99596,11878.4,44.31,-1.16,16.75,27.94
1994,1146.0,0.0,0.0,0.0,34592.0,4203422.5724800015,0.0,0.0,212940.17276,11124.4,49.45,7.9,15.66,25.44
1995,1193.0,0.0,0.0,0.0,36149.0,4217195.30148,0.0,0.0,209420.72991,11298.4,44.07,-2.35,16.75,26.48
1996,1425.0,0.0,0.0,0.0,37224.0,4392066.93165,0.0,0.0,191129.78662,9744.0,59.17,24.41,20.46,31.4
1997,1139.0,0.0,0.0,0.0,38570.0,4464060.558209999,0.0,0.0,194898.15673,8752.2,41.23,-1.37,18.64,27.98
1998,1086.0,0.0,0.0,0.0,39881.0,4413049.1288,0.0,0.0,202451.2812,8531.8,46.11,-4.47,11.91,17.6
1999,930.0,0.0,0.0,0.0,41854.0,4021540.10074,0.0,0.0,197171.24936,8531.8,38.98,-13.96,16.56,23.89
2000,1151.0,0.0,0.0,0.0,42703.0,4015521.3289400004,0.0,0.0,298104.97926999995,8120.0,42.59,-0.46,27.39,38.29
2001,952.0,0.0,0.0,0.0,44057.0,4085482.6245800005,0.0,0.0,222937.64828,7110.8,39.87,-7.6,23.0,31.3
